location,iso_code,date,vaccine,total_vaccinations
Chile,CHL,2020-12-24,Pfizer/BioNTech,420
Chile,CHL,2020-12-25,Pfizer/BioNTech,5198
Chile,CHL,2020-12-26,Pfizer/BioNTech,8338
Chile,CHL,2020-12-27,Pfizer/BioNTech,8649
Chile,CHL,2020-12-28,Pfizer/BioNTech,8649
Chile,CHL,2020-12-29,Pfizer/BioNTech,8649
Chile,CHL,2020-12-30,Pfizer/BioNTech,8649
Chile,CHL,2020-12-31,Pfizer/BioNTech,8649
Chile,CHL,2021-01-01,Pfizer/BioNTech,8649
Chile,CHL,2021-01-02,Pfizer/BioNTech,8649
Chile,CHL,2021-01-03,Pfizer/BioNTech,8649
Chile,CHL,2021-01-04,Pfizer/BioNTech,9054
Chile,CHL,2021-01-05,Pfizer/BioNTech,10497
Chile,CHL,2021-01-06,Pfizer/BioNTech,10702
Chile,CHL,2021-01-07,Pfizer/BioNTech,10702
Chile,CHL,2021-01-08,Pfizer/BioNTech,10702
Chile,CHL,2021-01-09,Pfizer/BioNTech,10702
Chile,CHL,2021-01-10,Pfizer/BioNTech,10702
Chile,CHL,2021-01-11,Pfizer/BioNTech,10702
Chile,CHL,2021-01-12,Pfizer/BioNTech,10702
Chile,CHL,2021-01-13,Pfizer/BioNTech,11732
Chile,CHL,2021-01-14,Pfizer/BioNTech,18646
Chile,CHL,2021-01-15,Pfizer/BioNTech,22077
Chile,CHL,2021-01-16,Pfizer/BioNTech,22167
Chile,CHL,2021-01-17,Pfizer/BioNTech,22167
Chile,CHL,2021-01-18,Pfizer/BioNTech,33201
Chile,CHL,2021-01-19,Pfizer/BioNTech,52553
Chile,CHL,2021-01-20,Pfizer/BioNTech,61859
Chile,CHL,2021-01-21,Pfizer/BioNTech,64920
Chile,CHL,2021-01-22,Pfizer/BioNTech,65332
Chile,CHL,2021-01-23,Pfizer/BioNTech,65332
Chile,CHL,2021-01-24,Pfizer/BioNTech,65332
Chile,CHL,2021-01-25,Pfizer/BioNTech,66752
Chile,CHL,2021-01-26,Pfizer/BioNTech,67368
Chile,CHL,2021-01-27,Pfizer/BioNTech,67403
Chile,CHL,2021-01-28,Pfizer/BioNTech,67403
Chile,CHL,2021-01-29,Pfizer/BioNTech,67408
Chile,CHL,2021-01-30,Pfizer/BioNTech,67409
Chile,CHL,2021-01-31,Pfizer/BioNTech,67409
Chile,CHL,2021-02-01,Pfizer/BioNTech,67409
Chile,CHL,2021-02-02,Pfizer/BioNTech,67415
Chile,CHL,2021-02-02,Sinovac,13182
Chile,CHL,2021-02-03,Pfizer/BioNTech,67415
Chile,CHL,2021-02-03,Sinovac,183542
Chile,CHL,2021-02-04,Pfizer/BioNTech,69543
Chile,CHL,2021-02-04,Sinovac,357537
Chile,CHL,2021-02-05,Pfizer/BioNTech,70231
Chile,CHL,2021-02-05,Sinovac,526187
Chile,CHL,2021-02-06,Pfizer/BioNTech,70236
Chile,CHL,2021-02-06,Sinovac,554036
Chile,CHL,2021-02-07,Pfizer/BioNTech,70237
Chile,CHL,2021-02-07,Sinovac,562672
Chile,CHL,2021-02-08,Pfizer/BioNTech,82023
Chile,CHL,2021-02-08,Sinovac,784103
Chile,CHL,2021-02-09,Pfizer/BioNTech,101472
Chile,CHL,2021-02-09,Sinovac,1026460
Chile,CHL,2021-02-10,Pfizer/BioNTech,109904
Chile,CHL,2021-02-10,Sinovac,1298861
Chile,CHL,2021-02-11,Pfizer/BioNTech,112971
Chile,CHL,2021-02-11,Sinovac,1549892
Chile,CHL,2021-02-12,Pfizer/BioNTech,113326
Chile,CHL,2021-02-12,Sinovac,1778964
Chile,CHL,2021-02-13,Pfizer/BioNTech,113360
Chile,CHL,2021-02-13,Sinovac,1808470
Chile,CHL,2021-02-14,Pfizer/BioNTech,113360
Chile,CHL,2021-02-14,Sinovac,1812936
Chile,CHL,2021-02-15,Pfizer/BioNTech,113361
Chile,CHL,2021-02-15,Sinovac,2078758
Chile,CHL,2021-02-16,Pfizer/BioNTech,113371
Chile,CHL,2021-02-16,Sinovac,2298724
Chile,CHL,2021-02-17,Pfizer/BioNTech,113371
Chile,CHL,2021-02-17,Sinovac,2486757
Chile,CHL,2021-02-18,Pfizer/BioNTech,113372
Chile,CHL,2021-02-18,Sinovac,2641993
Chile,CHL,2021-02-19,Pfizer/BioNTech,113372
Chile,CHL,2021-02-19,Sinovac,2784107
Chile,CHL,2021-02-20,Pfizer/BioNTech,113372
Chile,CHL,2021-02-20,Sinovac,2793746
Chile,CHL,2021-02-21,Pfizer/BioNTech,113372
Chile,CHL,2021-02-21,Sinovac,2794910
Chile,CHL,2021-02-22,Pfizer/BioNTech,125467
Chile,CHL,2021-02-22,Sinovac,2890940
Chile,CHL,2021-02-23,Pfizer/BioNTech,150313
Chile,CHL,2021-02-23,Sinovac,2960341
Chile,CHL,2021-02-24,Pfizer/BioNTech,178830
Chile,CHL,2021-02-24,Sinovac,3018084
Chile,CHL,2021-02-25,Pfizer/BioNTech,212536
Chile,CHL,2021-02-25,Sinovac,3070440
Chile,CHL,2021-02-26,Pfizer/BioNTech,242247
Chile,CHL,2021-02-26,Sinovac,3118937
Chile,CHL,2021-02-27,Pfizer/BioNTech,248507
Chile,CHL,2021-02-27,Sinovac,3122655
Chile,CHL,2021-02-28,Pfizer/BioNTech,248509
Chile,CHL,2021-02-28,Sinovac,3123008
Chile,CHL,2021-03-01,Pfizer/BioNTech,263353
Chile,CHL,2021-03-01,Sinovac,3245647
Chile,CHL,2021-03-02,Pfizer/BioNTech,294190
Chile,CHL,2021-03-02,Sinovac,3386081
Chile,CHL,2021-03-03,Pfizer/BioNTech,312692
Chile,CHL,2021-03-03,Sinovac,3679343
Chile,CHL,2021-03-04,Pfizer/BioNTech,321748
Chile,CHL,2021-03-04,Sinovac,3980703
Chile,CHL,2021-03-05,Pfizer/BioNTech,327485
Chile,CHL,2021-03-05,Sinovac,4272641
Chile,CHL,2021-03-06,Pfizer/BioNTech,327829
Chile,CHL,2021-03-06,Sinovac,4306064
Chile,CHL,2021-03-07,Pfizer/BioNTech,327935
Chile,CHL,2021-03-07,Sinovac,4313917
Chile,CHL,2021-03-08,Pfizer/BioNTech,340467
Chile,CHL,2021-03-08,Sinovac,4651786
Chile,CHL,2021-03-09,Pfizer/BioNTech,377965
Chile,CHL,2021-03-09,Sinovac,4990616
Chile,CHL,2021-03-10,Pfizer/BioNTech,419498
Chile,CHL,2021-03-10,Sinovac,5350167
Chile,CHL,2021-03-11,Pfizer/BioNTech,465185
Chile,CHL,2021-03-11,Sinovac,5721228
Chile,CHL,2021-03-12,Pfizer/BioNTech,482524
Chile,CHL,2021-03-12,Sinovac,6078030
Chile,CHL,2021-03-13,Pfizer/BioNTech,483077
Chile,CHL,2021-03-13,Sinovac,6127896
Chile,CHL,2021-03-14,Pfizer/BioNTech,483077
Chile,CHL,2021-03-14,Sinovac,6134476
Chile,CHL,2021-03-15,Pfizer/BioNTech,506824
Chile,CHL,2021-03-15,Sinovac,6540559
Chile,CHL,2021-03-16,Pfizer/BioNTech,560020
Chile,CHL,2021-03-16,Sinovac,6896972
Chile,CHL,2021-03-17,Pfizer/BioNTech,615039
Chile,CHL,2021-03-17,Sinovac,7208589
Chile,CHL,2021-03-18,Pfizer/BioNTech,663735
Chile,CHL,2021-03-18,Sinovac,7493800
Chile,CHL,2021-03-19,Pfizer/BioNTech,682882
Chile,CHL,2021-03-19,Sinovac,7765006
Chile,CHL,2021-03-20,Pfizer/BioNTech,684735
Chile,CHL,2021-03-20,Sinovac,7797278
Chile,CHL,2021-03-21,Pfizer/BioNTech,684736
Chile,CHL,2021-03-21,Sinovac,7801297
Chile,CHL,2021-03-22,Pfizer/BioNTech,717919
Chile,CHL,2021-03-22,Sinovac,8033803
Chile,CHL,2021-03-23,Pfizer/BioNTech,774457
Chile,CHL,2021-03-23,Sinovac,8214599
Chile,CHL,2021-03-24,Pfizer/BioNTech,825853
Chile,CHL,2021-03-24,Sinovac,8380675
Chile,CHL,2021-03-25,Pfizer/BioNTech,879382
Chile,CHL,2021-03-25,Sinovac,8538666
Chile,CHL,2021-03-26,Pfizer/BioNTech,917093
Chile,CHL,2021-03-26,Sinovac,8717660
Chile,CHL,2021-03-27,Pfizer/BioNTech,919082
Chile,CHL,2021-03-27,Sinovac,8731271
Chile,CHL,2021-03-28,Pfizer/BioNTech,919082
Chile,CHL,2021-03-28,Sinovac,8732661
Chile,CHL,2021-03-29,Pfizer/BioNTech,940581
Chile,CHL,2021-03-29,Sinovac,8977223
Chile,CHL,2021-03-30,Pfizer/BioNTech,997221
Chile,CHL,2021-03-30,Sinovac,9198221
Chile,CHL,2021-03-31,Pfizer/BioNTech,1042751
Chile,CHL,2021-03-31,Sinovac,9432118
Chile,CHL,2021-04-01,Pfizer/BioNTech,1065992
Chile,CHL,2021-04-01,Sinovac,9711214
Chile,CHL,2021-04-02,Pfizer/BioNTech,1066214
Chile,CHL,2021-04-02,Sinovac,9718003
Chile,CHL,2021-04-03,Pfizer/BioNTech,1066402
Chile,CHL,2021-04-03,Sinovac,9721020
Chile,CHL,2021-04-04,Pfizer/BioNTech,1066402
Chile,CHL,2021-04-04,Sinovac,9722132
Chile,CHL,2021-04-05,Pfizer/BioNTech,1096971
Chile,CHL,2021-04-05,Sinovac,9975351
Chile,CHL,2021-04-06,Pfizer/BioNTech,1178907
Chile,CHL,2021-04-06,Sinovac,10132104
Chile,CHL,2021-04-07,Pfizer/BioNTech,1267437
Chile,CHL,2021-04-07,Sinovac,10275884
Chile,CHL,2021-04-08,Pfizer/BioNTech,1345016
Chile,CHL,2021-04-08,Sinovac,10436901
Chile,CHL,2021-04-09,Pfizer/BioNTech,1393513
Chile,CHL,2021-04-09,Sinovac,10606296
Chile,CHL,2021-04-10,Pfizer/BioNTech,1401133
Chile,CHL,2021-04-10,Sinovac,10624458
Chile,CHL,2021-04-11,Pfizer/BioNTech,1401628
Chile,CHL,2021-04-11,Sinovac,10626402
Chile,CHL,2021-04-12,Pfizer/BioNTech,1465652
Chile,CHL,2021-04-12,Sinovac,10798204
Chile,CHL,2021-04-13,Pfizer/BioNTech,1552770
Chile,CHL,2021-04-13,Sinovac,10944886
Chile,CHL,2021-04-14,Pfizer/BioNTech,1640992
Chile,CHL,2021-04-14,Sinovac,11084508
Chile,CHL,2021-04-15,Pfizer/BioNTech,1707166
Chile,CHL,2021-04-15,Sinovac,11223377
Chile,CHL,2021-04-16,Pfizer/BioNTech,1754085
Chile,CHL,2021-04-16,Sinovac,11366408
Chile,CHL,2021-04-17,Pfizer/BioNTech,1759843
Chile,CHL,2021-04-17,Sinovac,11382788
Chile,CHL,2021-04-18,Pfizer/BioNTech,1760496
Chile,CHL,2021-04-18,Sinovac,11384744
Chile,CHL,2021-04-19,Pfizer/BioNTech,1781791
Chile,CHL,2021-04-19,Sinovac,11555192
Chile,CHL,2021-04-20,Pfizer/BioNTech,1822763
Chile,CHL,2021-04-20,Sinovac,11699656
Chile,CHL,2021-04-21,Pfizer/BioNTech,1867151
Chile,CHL,2021-04-21,Sinovac,11830536
Chile,CHL,2021-04-22,Pfizer/BioNTech,1912623
Chile,CHL,2021-04-22,Sinovac,11983476
Chile,CHL,2021-04-23,Pfizer/BioNTech,1940829
Chile,CHL,2021-04-23,Sinovac,12137549
Chile,CHL,2021-04-24,Pfizer/BioNTech,1943137
Chile,CHL,2021-04-24,Sinovac,12152787
Chile,CHL,2021-04-25,Pfizer/BioNTech,1943138
Chile,CHL,2021-04-25,Sinovac,12153818
Chile,CHL,2021-04-26,Pfizer/BioNTech,1987492
Chile,CHL,2021-04-26,Sinovac,12304526
Chile,CHL,2021-04-27,Pfizer/BioNTech,2050005
Chile,CHL,2021-04-27,Sinovac,12411151
Chile,CHL,2021-04-28,Pfizer/BioNTech,2102741
Chile,CHL,2021-04-28,Sinovac,12516138
Czechia,CZE,2020-12-27,Pfizer/BioNTech,1250
Czechia,CZE,2020-12-28,Pfizer/BioNTech,3546
Czechia,CZE,2020-12-29,Pfizer/BioNTech,6990
Czechia,CZE,2020-12-30,Pfizer/BioNTech,10465
Czechia,CZE,2020-12-31,Pfizer/BioNTech,11771
Czechia,CZE,2021-01-01,Pfizer/BioNTech,12031
Czechia,CZE,2021-01-02,Pfizer/BioNTech,13297
Czechia,CZE,2021-01-03,Pfizer/BioNTech,14211
Czechia,CZE,2021-01-04,Pfizer/BioNTech,17776
Czechia,CZE,2021-01-05,Pfizer/BioNTech,22271
Czechia,CZE,2021-01-06,Pfizer/BioNTech,28086
Czechia,CZE,2021-01-07,Pfizer/BioNTech,36024
Czechia,CZE,2021-01-08,Pfizer/BioNTech,45951
Czechia,CZE,2021-01-09,Pfizer/BioNTech,47962
Czechia,CZE,2021-01-10,Pfizer/BioNTech,49686
Czechia,CZE,2021-01-11,Pfizer/BioNTech,59470
Czechia,CZE,2021-01-12,Pfizer/BioNTech,72818
Czechia,CZE,2021-01-13,Pfizer/BioNTech,86285
Czechia,CZE,2021-01-14,Moderna,1224
Czechia,CZE,2021-01-14,Pfizer/BioNTech,100219
Czechia,CZE,2021-01-15,Moderna,1980
Czechia,CZE,2021-01-15,Pfizer/BioNTech,113382
Czechia,CZE,2021-01-16,Moderna,2307
Czechia,CZE,2021-01-16,Pfizer/BioNTech,116429
Czechia,CZE,2021-01-17,Moderna,2396
Czechia,CZE,2021-01-17,Pfizer/BioNTech,119566
Czechia,CZE,2021-01-18,Moderna,2573
Czechia,CZE,2021-01-18,Pfizer/BioNTech,133568
Czechia,CZE,2021-01-19,Moderna,3347
Czechia,CZE,2021-01-19,Pfizer/BioNTech,147992
Czechia,CZE,2021-01-20,Moderna,4923
Czechia,CZE,2021-01-20,Pfizer/BioNTech,162577
Czechia,CZE,2021-01-21,Moderna,5879
Czechia,CZE,2021-01-21,Pfizer/BioNTech,178878
Czechia,CZE,2021-01-22,Moderna,6074
Czechia,CZE,2021-01-22,Pfizer/BioNTech,194446
Czechia,CZE,2021-01-23,Moderna,6114
Czechia,CZE,2021-01-23,Pfizer/BioNTech,198544
Czechia,CZE,2021-01-24,Moderna,6238
Czechia,CZE,2021-01-24,Pfizer/BioNTech,201524
Czechia,CZE,2021-01-25,Moderna,6435
Czechia,CZE,2021-01-25,Pfizer/BioNTech,213866
Czechia,CZE,2021-01-26,Moderna,6708
Czechia,CZE,2021-01-26,Pfizer/BioNTech,228040
Czechia,CZE,2021-01-27,Moderna,7008
Czechia,CZE,2021-01-27,Pfizer/BioNTech,241205
Czechia,CZE,2021-01-28,Moderna,7127
Czechia,CZE,2021-01-28,Pfizer/BioNTech,254193
Czechia,CZE,2021-01-29,Moderna,7278
Czechia,CZE,2021-01-29,Pfizer/BioNTech,268009
Czechia,CZE,2021-01-30,Moderna,7280
Czechia,CZE,2021-01-30,Pfizer/BioNTech,269805
Czechia,CZE,2021-01-31,Pfizer/BioNTech,271648
Czechia,CZE,2021-02-01,Moderna,7534
Czechia,CZE,2021-02-01,Pfizer/BioNTech,283201
Czechia,CZE,2021-02-02,Moderna,7861
Czechia,CZE,2021-02-02,Pfizer/BioNTech,297145
Czechia,CZE,2021-02-03,Moderna,8587
Czechia,CZE,2021-02-03,Pfizer/BioNTech,311738
Czechia,CZE,2021-02-04,Moderna,9722
Czechia,CZE,2021-02-04,Pfizer/BioNTech,328366
Czechia,CZE,2021-02-05,Moderna,10907
Czechia,CZE,2021-02-05,Pfizer/BioNTech,343208
Czechia,CZE,2021-02-06,Moderna,11165
Czechia,CZE,2021-02-06,Pfizer/BioNTech,346116
Czechia,CZE,2021-02-07,Moderna,11428
Czechia,CZE,2021-02-07,Pfizer/BioNTech,349167
Czechia,CZE,2021-02-08,Moderna,12332
Czechia,CZE,2021-02-08,Pfizer/BioNTech,363592
Czechia,CZE,2021-02-09,Moderna,13964
Czechia,CZE,2021-02-09,Pfizer/BioNTech,378831
Czechia,CZE,2021-02-10,Moderna,15705
Czechia,CZE,2021-02-10,Pfizer/BioNTech,395691
Czechia,CZE,2021-02-11,Moderna,19072
Czechia,CZE,2021-02-11,Oxford/AstraZeneca,230
Czechia,CZE,2021-02-11,Pfizer/BioNTech,414428
Czechia,CZE,2021-02-12,Moderna,21324
Czechia,CZE,2021-02-12,Oxford/AstraZeneca,623
Czechia,CZE,2021-02-12,Pfizer/BioNTech,433088
Czechia,CZE,2021-02-13,Moderna,21807
Czechia,CZE,2021-02-13,Oxford/AstraZeneca,1044
Czechia,CZE,2021-02-13,Pfizer/BioNTech,436709
Czechia,CZE,2021-02-14,Moderna,22055
Czechia,CZE,2021-02-14,Oxford/AstraZeneca,1246
Czechia,CZE,2021-02-14,Pfizer/BioNTech,438612
Czechia,CZE,2021-02-15,Moderna,23447
Czechia,CZE,2021-02-15,Oxford/AstraZeneca,1968
Czechia,CZE,2021-02-15,Pfizer/BioNTech,452129
Czechia,CZE,2021-02-16,Moderna,25912
Czechia,CZE,2021-02-16,Oxford/AstraZeneca,3082
Czechia,CZE,2021-02-16,Pfizer/BioNTech,466137
Czechia,CZE,2021-02-17,Moderna,28577
Czechia,CZE,2021-02-17,Oxford/AstraZeneca,5105
Czechia,CZE,2021-02-17,Pfizer/BioNTech,479269
Czechia,CZE,2021-02-18,Moderna,30923
Czechia,CZE,2021-02-18,Oxford/AstraZeneca,7063
Czechia,CZE,2021-02-18,Pfizer/BioNTech,495172
Czechia,CZE,2021-02-19,Moderna,32304
Czechia,CZE,2021-02-19,Oxford/AstraZeneca,8758
Czechia,CZE,2021-02-19,Pfizer/BioNTech,511049
Czechia,CZE,2021-02-20,Moderna,32307
Czechia,CZE,2021-02-20,Oxford/AstraZeneca,9384
Czechia,CZE,2021-02-20,Pfizer/BioNTech,513496
Czechia,CZE,2021-02-21,Moderna,32404
Czechia,CZE,2021-02-21,Oxford/AstraZeneca,9573
Czechia,CZE,2021-02-21,Pfizer/BioNTech,515235
Czechia,CZE,2021-02-22,Moderna,33401
Czechia,CZE,2021-02-22,Oxford/AstraZeneca,11176
Czechia,CZE,2021-02-22,Pfizer/BioNTech,528670
Czechia,CZE,2021-02-23,Moderna,34182
Czechia,CZE,2021-02-23,Oxford/AstraZeneca,13862
Czechia,CZE,2021-02-23,Pfizer/BioNTech,544922
Czechia,CZE,2021-02-24,Moderna,35508
Czechia,CZE,2021-02-24,Oxford/AstraZeneca,16775
Czechia,CZE,2021-02-24,Pfizer/BioNTech,560427
Czechia,CZE,2021-02-25,Moderna,36684
Czechia,CZE,2021-02-25,Oxford/AstraZeneca,21067
Czechia,CZE,2021-02-25,Pfizer/BioNTech,578312
Czechia,CZE,2021-02-26,Moderna,37517
Czechia,CZE,2021-02-26,Oxford/AstraZeneca,24353
Czechia,CZE,2021-02-26,Pfizer/BioNTech,595513
Czechia,CZE,2021-02-27,Moderna,37688
Czechia,CZE,2021-02-27,Oxford/AstraZeneca,24965
Czechia,CZE,2021-02-27,Pfizer/BioNTech,598205
Czechia,CZE,2021-02-28,Moderna,37881
Czechia,CZE,2021-02-28,Oxford/AstraZeneca,25427
Czechia,CZE,2021-02-28,Pfizer/BioNTech,600417
Czechia,CZE,2021-03-01,Moderna,39475
Czechia,CZE,2021-03-01,Oxford/AstraZeneca,29341
Czechia,CZE,2021-03-01,Pfizer/BioNTech,617554
Czechia,CZE,2021-03-02,Moderna,41333
Czechia,CZE,2021-03-02,Oxford/AstraZeneca,38440
Czechia,CZE,2021-03-02,Pfizer/BioNTech,636890
Czechia,CZE,2021-03-03,Moderna,45035
Czechia,CZE,2021-03-03,Oxford/AstraZeneca,47891
Czechia,CZE,2021-03-03,Pfizer/BioNTech,658534
Czechia,CZE,2021-03-04,Moderna,49735
Czechia,CZE,2021-03-04,Oxford/AstraZeneca,56978
Czechia,CZE,2021-03-04,Pfizer/BioNTech,682161
Czechia,CZE,2021-03-05,Moderna,53310
Czechia,CZE,2021-03-05,Oxford/AstraZeneca,65135
Czechia,CZE,2021-03-05,Pfizer/BioNTech,704192
Czechia,CZE,2021-03-06,Moderna,54703
Czechia,CZE,2021-03-06,Oxford/AstraZeneca,69502
Czechia,CZE,2021-03-06,Pfizer/BioNTech,711212
Czechia,CZE,2021-03-07,Moderna,55979
Czechia,CZE,2021-03-07,Oxford/AstraZeneca,73654
Czechia,CZE,2021-03-07,Pfizer/BioNTech,717958
Czechia,CZE,2021-03-08,Moderna,59048
Czechia,CZE,2021-03-08,Oxford/AstraZeneca,81407
Czechia,CZE,2021-03-08,Pfizer/BioNTech,741372
Czechia,CZE,2021-03-09,Moderna,64322
Czechia,CZE,2021-03-09,Oxford/AstraZeneca,92328
Czechia,CZE,2021-03-09,Pfizer/BioNTech,767359
Czechia,CZE,2021-03-10,Moderna,69276
Czechia,CZE,2021-03-10,Oxford/AstraZeneca,102974
Czechia,CZE,2021-03-10,Pfizer/BioNTech,799494
Czechia,CZE,2021-03-11,Moderna,73541
Czechia,CZE,2021-03-11,Oxford/AstraZeneca,114500
Czechia,CZE,2021-03-11,Pfizer/BioNTech,836341
Czechia,CZE,2021-03-12,Moderna,78924
Czechia,CZE,2021-03-12,Oxford/AstraZeneca,126525
Czechia,CZE,2021-03-12,Pfizer/BioNTech,865589
Czechia,CZE,2021-03-13,Moderna,80189
Czechia,CZE,2021-03-13,Oxford/AstraZeneca,129480
Czechia,CZE,2021-03-13,Pfizer/BioNTech,879568
Czechia,CZE,2021-03-14,Moderna,81322
Czechia,CZE,2021-03-14,Oxford/AstraZeneca,130382
Czechia,CZE,2021-03-14,Pfizer/BioNTech,890679
Czechia,CZE,2021-03-15,Moderna,88084
Czechia,CZE,2021-03-15,Oxford/AstraZeneca,138326
Czechia,CZE,2021-03-15,Pfizer/BioNTech,912703
Czechia,CZE,2021-03-16,Moderna,97224
Czechia,CZE,2021-03-16,Oxford/AstraZeneca,146854
Czechia,CZE,2021-03-16,Pfizer/BioNTech,943935
Czechia,CZE,2021-03-17,Moderna,104935
Czechia,CZE,2021-03-17,Oxford/AstraZeneca,155693
Czechia,CZE,2021-03-17,Pfizer/BioNTech,974939
Czechia,CZE,2021-03-18,Moderna,112052
Czechia,CZE,2021-03-18,Oxford/AstraZeneca,164741
Czechia,CZE,2021-03-18,Pfizer/BioNTech,1008572
Czechia,CZE,2021-03-19,Moderna,118087
Czechia,CZE,2021-03-19,Oxford/AstraZeneca,173305
Czechia,CZE,2021-03-19,Pfizer/BioNTech,1041409
Czechia,CZE,2021-03-20,Moderna,119223
Czechia,CZE,2021-03-20,Oxford/AstraZeneca,175679
Czechia,CZE,2021-03-20,Pfizer/BioNTech,1054852
Czechia,CZE,2021-03-21,Moderna,119533
Czechia,CZE,2021-03-21,Oxford/AstraZeneca,176132
Czechia,CZE,2021-03-21,Pfizer/BioNTech,1062945
Czechia,CZE,2021-03-22,Moderna,123799
Czechia,CZE,2021-03-22,Oxford/AstraZeneca,182858
Czechia,CZE,2021-03-22,Pfizer/BioNTech,1088350
Czechia,CZE,2021-03-23,Moderna,127636
Czechia,CZE,2021-03-23,Oxford/AstraZeneca,190326
Czechia,CZE,2021-03-23,Pfizer/BioNTech,1116457
Czechia,CZE,2021-03-24,Moderna,131776
Czechia,CZE,2021-03-24,Oxford/AstraZeneca,197892
Czechia,CZE,2021-03-24,Pfizer/BioNTech,1146799
Czechia,CZE,2021-03-25,Moderna,135811
Czechia,CZE,2021-03-25,Oxford/AstraZeneca,205260
Czechia,CZE,2021-03-25,Pfizer/BioNTech,1179163
Czechia,CZE,2021-03-26,Moderna,138332
Czechia,CZE,2021-03-26,Oxford/AstraZeneca,210798
Czechia,CZE,2021-03-26,Pfizer/BioNTech,1212911
Czechia,CZE,2021-03-27,Moderna,139568
Czechia,CZE,2021-03-27,Oxford/AstraZeneca,211630
Czechia,CZE,2021-03-27,Pfizer/BioNTech,1223921
Czechia,CZE,2021-03-28,Moderna,141115
Czechia,CZE,2021-03-28,Oxford/AstraZeneca,211723
Czechia,CZE,2021-03-28,Pfizer/BioNTech,1231845
Czechia,CZE,2021-03-29,Moderna,147051
Czechia,CZE,2021-03-29,Oxford/AstraZeneca,215400
Czechia,CZE,2021-03-29,Pfizer/BioNTech,1261462
Czechia,CZE,2021-03-30,Moderna,155826
Czechia,CZE,2021-03-30,Oxford/AstraZeneca,220648
Czechia,CZE,2021-03-30,Pfizer/BioNTech,1293791
Czechia,CZE,2021-03-31,Moderna,166723
Czechia,CZE,2021-03-31,Oxford/AstraZeneca,225525
Czechia,CZE,2021-03-31,Pfizer/BioNTech,1327538
Czechia,CZE,2021-04-01,Moderna,177250
Czechia,CZE,2021-04-01,Oxford/AstraZeneca,229887
Czechia,CZE,2021-04-01,Pfizer/BioNTech,1369488
Czechia,CZE,2021-04-02,Moderna,179773
Czechia,CZE,2021-04-02,Oxford/AstraZeneca,230389
Czechia,CZE,2021-04-02,Pfizer/BioNTech,1385822
Czechia,CZE,2021-04-03,Moderna,181458
Czechia,CZE,2021-04-03,Oxford/AstraZeneca,230566
Czechia,CZE,2021-04-03,Pfizer/BioNTech,1398268
Czechia,CZE,2021-04-04,Moderna,182653
Czechia,CZE,2021-04-04,Oxford/AstraZeneca,230567
Czechia,CZE,2021-04-04,Pfizer/BioNTech,1408241
Czechia,CZE,2021-04-05,Moderna,184030
Czechia,CZE,2021-04-05,Oxford/AstraZeneca,230633
Czechia,CZE,2021-04-05,Pfizer/BioNTech,1416196
Czechia,CZE,2021-04-06,Moderna,192390
Czechia,CZE,2021-04-06,Oxford/AstraZeneca,233520
Czechia,CZE,2021-04-06,Pfizer/BioNTech,1449780
Czechia,CZE,2021-04-07,Moderna,200670
Czechia,CZE,2021-04-07,Oxford/AstraZeneca,241360
Czechia,CZE,2021-04-07,Pfizer/BioNTech,1478598
Czechia,CZE,2021-04-08,Moderna,206788
Czechia,CZE,2021-04-08,Oxford/AstraZeneca,252368
Czechia,CZE,2021-04-08,Pfizer/BioNTech,1529822
Czechia,CZE,2021-04-09,Moderna,214219
Czechia,CZE,2021-04-09,Oxford/AstraZeneca,263212
Czechia,CZE,2021-04-09,Pfizer/BioNTech,1579469
Czechia,CZE,2021-04-10,Moderna,215735
Czechia,CZE,2021-04-10,Oxford/AstraZeneca,266672
Czechia,CZE,2021-04-10,Pfizer/BioNTech,1604839
Czechia,CZE,2021-04-11,Moderna,216869
Czechia,CZE,2021-04-11,Oxford/AstraZeneca,267162
Czechia,CZE,2021-04-11,Pfizer/BioNTech,1622817
Czechia,CZE,2021-04-12,Moderna,225285
Czechia,CZE,2021-04-12,Oxford/AstraZeneca,275642
Czechia,CZE,2021-04-12,Pfizer/BioNTech,1667842
Czechia,CZE,2021-04-13,Moderna,235754
Czechia,CZE,2021-04-13,Oxford/AstraZeneca,284773
Czechia,CZE,2021-04-13,Pfizer/BioNTech,1709271
Czechia,CZE,2021-04-14,Moderna,246062
Czechia,CZE,2021-04-14,Oxford/AstraZeneca,294568
Czechia,CZE,2021-04-14,Pfizer/BioNTech,1754433
Czechia,CZE,2021-04-15,Moderna,255328
Czechia,CZE,2021-04-15,Oxford/AstraZeneca,303468
Czechia,CZE,2021-04-15,Pfizer/BioNTech,1808757
Czechia,CZE,2021-04-16,Moderna,265173
Czechia,CZE,2021-04-16,Oxford/AstraZeneca,309984
Czechia,CZE,2021-04-16,Pfizer/BioNTech,1861809
Czechia,CZE,2021-04-17,Moderna,267530
Czechia,CZE,2021-04-17,Oxford/AstraZeneca,310591
Czechia,CZE,2021-04-17,Pfizer/BioNTech,1884220
Czechia,CZE,2021-04-18,Moderna,268404
Czechia,CZE,2021-04-18,Oxford/AstraZeneca,310732
Czechia,CZE,2021-04-18,Pfizer/BioNTech,1901012
Czechia,CZE,2021-04-19,Moderna,275262
Czechia,CZE,2021-04-19,Oxford/AstraZeneca,316032
Czechia,CZE,2021-04-19,Pfizer/BioNTech,1947416
